prestador_codigo,prestador_nome,_provider_ranking_id,especialidade,avg_cost_before,avg_cost_after,amount_of_contact,contact_score,rank_position,patient_by_month,claim_per_capita,average_paid_by_month,rate_atendimento_domiciliar,rate_terapias,rate_pronto_socorro,rate_exames_ambulatoriais,rate_consulta,rate_internacao,_provider_id,no_fantasia,no_razao_social,no_municipio,co_sigla_estado,no_bairro,co_cep,no_logradouro,nu_endereco,no_complemento,nu_telefone,no_email,tipo_estabelecimento
61599908000158,REAL E BENEMERITA ASS PORTUGUESA DE BENEFICENCIA,b3eaa0ba2803a8a7fd2fdafa4df67dfd,MÉDICO CLÍNICO,2326.64,969.25,937,2.4,232,82.53,1520.78,57134.2827586207,,0.007,0.01,0.867,0.043,0.072,d38e3d1e1c6654de9622221d6408dd20,HOSPITAL BP,REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA,SAO PAULO,SP,LIBERDADE,01323900,MAEST CARDIM,769,"","","",
57572488668,DIANA VIEGAS MARTINS,02643e446f7e1f3fc445de1124daa0a4,MÉDICO CLÍNICO,7538.73,3461.63,145,2.178,233,108.04,319.67,16836.191666666666,,,,0,0.791,0.068,,,,,,,,,,,,,
29259736000403,MEDISE MEDICINA DIAGNOSTICO E SERVICOS S.A.,7d90fafabc2a9b9bffdb8fd149654ad5,MÉDICO CLÍNICO,7053.15,3253.85,191,2.168,234,51.67,1449.57,52721.320370370377,,0,0.002,0.95,0,0.047,37e7d6aff4a56def6979f774da9f64b2,HOSPITAL RIOS DOR,MEDISE MEDICINA DIAGNOSTICO E SERVICOS SA,RIO DE JANEIRO,RJ,FREGUESIA,22745005,ESTRADA DOS TRES RIOS,1366,E 1316,2132394766,silvana.moura@rededor.com.br,
55577977000168,ORTOCITY SERVICOS MEDICOS LTDA,a9e35cfbbbe1f1057c72edc6cde6ceb8,MÉDICO CLÍNICO,868.23,570.57,153,1.522,235,8.19,252.33,1138.1793617021278,,,0.011,0.594,0.395,,5a0928ac03212a86b409cda620d2d15a,ORTOCITY SERVICOS MEDICOS LTDA,ORTOCITY,SAO PAULO,SP,LAPA,05078000,RUA BRIGADEIRO GAVIAO PEIXOTO,526,"","","",CLINICA/CENTRO DE ESPECIALIDADE
60552098000111,SOCIEDADE BRAS. E JAPONESA DE BENEFIC. STA. CRUZ,30ae57d7dfbb28fd968f263a6b9c36c9,MÉDICO CLÍNICO,1111.41,837.18,110,1.328,236,15.62,520.08,4324.9160526315782,,0.004,0.077,0.742,0.141,0.037,f42d317723d42f7bec823f580b4f789f,HOSPITAL JAPONES SANTA CRUZ,SOCIEDADE BRASILEIRA E JAPONESA DE BENEFICIENCIA SANTA CRUZ,SAO PAULO,SP,VILA MARIANA,04122000,R SANTA CRUZ,398,"",(11)50802000,coordclinica@hospitalsantacruz.com,
51131969000132,TECNOLAB,7bb9e5dfd0f4f2dcfd045f1f13572b01,MÉDICO CLÍNICO,813.21,844.07,186,0.963,237,8.47,378.47,2885.8475000000008,,,,1,,,9270ca44618eff424333ffc22a66b523,TECNOLAB UNIDADE I MATRIZ SAO BERNARDO DO CAMPO,TEC LAB MEDICINA DIAGNOSTICA S A,SAO BERNARDO DO CAMPO,SP,JARDIM DO MAR,09750670,AV LUCAS NOGUEIRA GARCEZ,929,"",01128243200,tecnolab@tecnolab.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
35830868000527,UNIMED DE MACAE COOPERATIVA DE ASSISTENCIA A SAUDE,c9791c9577e4ab5a81c601075f29cd1b,MÉDICO CLÍNICO,1921.23,2175.26,123,0.883,238,9.69,311,2536.553125,,,,0.975,,,ad04b11216cb53f19d21c1acc6373f96,LABORATORIO DE ANALISES CLINICAS UNIMED MACAE,UNIMED DE MACAE COOPERATIVA DE ASSISTENCIA A SAUDE,MACAE,RJ,CENTRO,27910070,RUA TENENTE CORONEL AMADO,244,"",(22) 2105-2289,rbeiral@costadosol.unimed.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
21371777000132,HOSPITAL BANDEIRANTES S.A ,0d823ee0853cfc4ed5e0b50fe5ceea36,MÉDICO CLÍNICO,554.88,1151.25,133,0.482,239,6.42,676.67,2118.266304347826,,0.054,0.034,0.63,0.208,0.075,675930d0d9a5f93997a585dece622f3e,HOSPITAL LEFORTE LIBERDADE,HOSPITAL LEFORTE LIBERDADE S A,SAO PAULO,SP,LIBERDADE,01506000,RUA GALVAO BUENO,257,"",(11)33452000,mariolucio@hospitalbandeirantes.com.br,
11018739,LAVOISIER MEDICINA DIAGNOSTICA,dbc60800b2deb8555c6ea4821f07e49d,MÉDICO CLÍNICO,211.74,530.81,159,0.399,240,6.22,319.09,1975.9165384615387,,,,1,,,,,,,,,,,,,,,
43721026000131,GRUPO INTEGRADO DE PATOLOGIA GENITAL FEM,de4e1bb23c5e14a112d9099260167015,MÉDICO CLÍNICO,226.69,750.99,762,0.302,241,26.28,468.28,7851.1655319148922,,,,1,0,,49f603d3baa4305c1768f175c623249c,GIP MEDICINA DIAGNOSTICA SA CENTRAL,GIP MEDICINA DIAGNOSTICA SA,SAO PAULO,SP,PARAISO,04006050,RUA AFONSO FREITAS,188,"","","",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
50252998000190,CURA CENTRO DE ULTRA E RADIO S A.,90025918f916321c9957a3dac84ce508,MÉDICO CLÍNICO,251.09,1007.39,145,0.249,242,4.98,478.05,1583.5512499999998,,,,1,,,37345fd3c576d4760e94433fd33daf6e,CURA CENTRO DE ULTRASSONOGRAFIA E RADIOLOGIA,CURA CENTRO DE ULTRASSONOGRAFIA E RADIOLOGIA S A,SAO PAULO,SP,JD PAULISTA,01401002,AVENIDA BRIGADEIRO LUIS ANTONIO,4469,"","",cedocpro@cura.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
10407200,DIVISAO DELBONI AURIEMO ANALISES,364ced1d79c42c4e8ed7f53993954543,MÉDICO CLÍNICO,99.76,445.24,328,0.224,243,16.03,417.31,4329.6140624999989,,,,1,,,,,,,,,,,,,,,
11106530,DIVISAO DELBONI AURIEMO,34f3e7d9210b2feb2b03c7df71029fd8,MÉDICO CLÍNICO,142.57,724.09,118,0.197,244,3.92,194.68,741.03419354838707,,,,1,,,,,,,,,,,,,,,
10833919,LABORATORIO A+ MEDICINA DIAGNOSTICA SAO PAULO,e1672419e909a0a1beeacb671e0930b6,MÉDICO CLÍNICO,82.08,440.74,142,0.186,245,8.83,611.86,3671.1799999999994,,,,1,,,,,,,,,,,,,,,
NA,SUS,61f26795e0335796170699cda0d502a5,MÉDICO CLÍNICO,124.5,671.09,551,0.186,246,54.4,1757.19,25862.2717948718,,0.001,,0.302,0.696,0.001,,,,,,,,,,,,,
52945193000823,HOSPITAL DE OLHOS PAULIST,fe448be909a6642adc3add23fe80b43d,MÉDICO CLÍNICO,97.48,591.16,396,0.165,247,24.05,119.22,2473.8145000000004,,,1,,,,06a107c9332234a0586a583b96bdbe80,HOSPITAL DE OLHOS PAULISTA,CERPO CENTRO DE RECUPERACAO DE PATOLOGIAS OCULARES LTDA,SAO PAULO,SP,PARAISO,04005000,ABILIO SOARES,218,ANDAR 1 AO 12 ANDAR,11 41267760,contabilidade@grupoholhos.com.br,HOSPITAL/DIA - ISOLADO
60742616000160,CASA DE SAUDE SANTA MARCELINA,8070e7d2963fd1bcecb683793d5f1764,MÉDICO CLÍNICO,84.69,606.34,248,0.14,248,13.37,350.12,2057.8700000000003,,0.002,0.144,0.705,0.134,0.015,52b48b0ed22b20a1ce5c5638f89f6cb4,HOSPITAL SANTA MARCELINA SAO PAULO,CASA DE SAUDE SANTA MARCELINA,SAO PAULO,SP,ITAQUERA,08270070,RUA SANTA MARCELINA,177,"",(11) 2070-6000,rosane@santamarcelina.org,
16047490000111,CLINICA DELFIN GONZALEZ MIRANDA S.A.,a383d25b9a9c6f397fcdfc5c9f30e45e,MÉDICO CLÍNICO,101.97,2475.75,109,0.041,249,205.31,702.62,135271.97999999998,,,,1,,,69d542e79ae4dc42b7ef5076e2247945,CLINICA DELFIN,CLINICA DELFIN GONZALEZ MIRANDA S A,SALVADOR,BA,ITAIGARA,41830000,AV ANTONIO CARLOS MAGALHAES,442,"",(71) 3270-8500,clinicadelfin@cpunet.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
13792965000106,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,53144aa4c3c44a8452393a294394e724,MÉDICO DERMATOLOGISTA,39444.79,5995.73,111,6.579,1,17.42,1131.47,17798.962307692309,,,,,,1,553abd495f4cd2a7ebd504eaa19e3949,COOPANEST,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,SALVADOR,BA,FEDERACAO,40210750,ANITA GARIBALDI,1815,CENTRO,71 32379950,alex@coopanestba.com.br,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE
72505415000128,CLINERP CLINICA VIDEO ENDOSC E REPROD HUMANA LTDA,23bec8b5697e5f4b0e515339cbca37b1,MÉDICO DERMATOLOGISTA,2693.41,1539.81,130,1.749,2,86.63,6044.68,296672.72599999997,,0.013,0.003,0.005,,0.362,69c64566b1bfe148308488c65e0189dd,HOSPITAL CLINERP,CLINICA DE VIDEO ENDOSCOPIA E REPRODUCAO,CABO FRIO,RJ,CENTRO,28906090,RUA RAUL VEIGA,01,1 2 3 E 5 ANDAR,"","",
20231255000172,COOPERATIVA DE CARDIOLOGISTAS INTERVENCIONISTAS DA,ac163b7347852d2257616c0ada88475f,MÉDICO EM CIRURGIA VASCULAR,15800.21,5594.32,151,2.824,1,15.91,8267.09,172782.13366666672,,,,0.002,,0.923,713ac28938c8eda62ae4ea207e92c13c,COOPERATIVA DE CARDIOLOGISTAS INTERVENCIONISTAS DA BAHIA,COOPERATIVA DE CARDIOLOGISTAS INTERVENCIONISTAS DA BAHIA,SALVADOR,BA,RIO VERMELHO,41940450,AV ANITA GARIBALDI C M EMP,1815,SL 402 B,(71) 2132-5625,marilia.felix@coopercati-ba.com.br,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE
13792965000106,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,c6f5006a700daee3a6af60e02e7a5537,MÉDICO EM CIRURGIA VASCULAR,20830.27,7449.02,297,2.796,2,45.57,2413.27,103598.44214285715,,,,0.001,,0.999,553abd495f4cd2a7ebd504eaa19e3949,COOPANEST,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,SALVADOR,BA,FEDERACAO,40210750,ANITA GARIBALDI,1815,CENTRO,71 32379950,alex@coopanestba.com.br,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE
58198524000119,IRMANDADE DA SANTA CASA DA MISERICORDIA DE SANTOS,7f1c64813656d9bcce990b225f944b5d,MÉDICO EM CIRURGIA VASCULAR,4158.56,1491.59,240,2.788,3,38.84,13980.56,439711.18290322577,,0.069,0.015,0.006,,0.21,b895b992736501632b07c78cb68345d3,SANTA CASA DE SANTOS,IRMANDADE DA SANTA CASA DA MISERICORDIA DE SANTOS,SANTOS,SP,JABAQUARA,11075900,AV DOUTOR CLAUDIO LUIZ DA COSTA,50,"",(13) 3202-0600,dir.tecnica@scsantos.com.br,
13131370000100,SAO LUCAS MEDICO HOSPITALAR LTDA,bd897f8f9b16948a93fc0ed8a4ac13fd,MÉDICO EM CIRURGIA VASCULAR,23066.45,9316.79,116,2.476,4,21.92,2598.14,35334.751200000006,,,,,,1,fee382e4e88ff4cd9a2742e5769bdd05,HOSPITAL SAO LUCAS,SAO LUCAS MEDICO HOSPITALAR S A,ARACAJU,SE,SAO JOSE,49015400,STANLEY SILVEIRA,33,"","","",
01395205000186,CLINICA MATER DEI DE RIO DAS OSTRAS LTDA,41b0d86ebfa542ab23d678500b664fbe,MÉDICO EM MEDICINA INTENSIVA,5437.48,770.09,237,7.061,1,48.5,3048.81,109757.21285714285,,,0.085,0.033,,0.27,1fcadb18a7f1697595a693fbc308f9c2,CLINICA MATER DEI,CLINICA MATER DEI DE RIO DAS OSTRAS LTDA EPP,RIO DAS OSTRAS,RJ,EXTENSAO DO BOSQUE,28893334,RUA RIO DE JANEIRO,192,"",2227646406,"",
29435005009851,HOSPITAL MATERNIDADE PROMATER,53bb04927485055ad74bddc8907dd085,MÉDICO EM MEDICINA INTENSIVA,3816.63,565.07,300,6.754,2,85.09,5286.65,360862.61037037044,,0.011,,0.003,,0.214,5def74d4aced6eaf6dce16bee096c3f1,PROMATER,ESHO EMPRESA DE SERVICOS HOSPITALARES S A,NATAL,RN,LAGOA NOVA,59063150,SAO JOSE,1979,"",21 38051000,juridicosocietarioadvogados@amil.com.br,
00820737000150,HOSPITAL DO CORACAO DE NATAL LTDA,a42d6d642cdc8d507441eaf3a5e36082,MÉDICO EM MEDICINA INTENSIVA,4265.95,924.47,347,4.614,3,116.66,5970.08,449403.14206896548,,0.003,,0.016,,0.408,77c679eb186bab26d5accca165515ea9,HOSPITAL DO CORACAO DE NATAL,HOSPITAL DO CORACAO DE NATAL LTDA,NATAL,RN,LAGOA NOVA,59075050,RUA AURIS COELHO,235,"",(84)40092000,direcao@hcnatal.com.br,
29696069000183,IRMANDADE DE SAO JOAO BATISTA DE MACAE,bbec29bb64fbd648124a4971eaf5a11b,MÉDICO EM MEDICINA INTENSIVA,5291.47,1263.5,133,4.188,4,23.21,4758.71,93984.4495833333,,,,,,0.548,37fdd77432aa0b83e61dae9698702990,HOSPITAL SAO JOAO BATISTA DE MACAE,IRMANDADE DE SAO JOAO BATISTA DE MACAE,MACAE,RJ,CENTRO,27913100,PRACA VERISSIMO DE MELLO,391,"",(22) 2772-1005,stacasamacae@uol.com.br,
30742399000147,CASA DE SAUDE E MAT N S DE FATIMA DE N IGUACU LTDA,d46f3bdfff3b4c4ec2c4b201f348da68,MÉDICO EM MEDICINA INTENSIVA,7889.49,1955.12,186,4.035,5,31.7,11263.95,343198.40718750004,,0.033,0.004,0.003,,0.179,a2ac053254e93bb4e4012b265dba49a2,CASA DE SAUDE NOSSA SENHORA DE FATIMA N IGUACU SA,CASA DE SAUDE E MAT NOSSA SENHORA DE FATIMA DE NOVA IGUACU,NOVA IGUACU,RJ,CENTRO,26255140,R CORONEL BERNARDINO DE MELO,1465,"",(21)2125-3115,csfatima@csfatima.com.br,
27372066000169,Hospital Sao Rafael Sa,65d18895c0361e3c361d8380abb78498,MÉDICO EM MEDICINA INTENSIVA,33810.91,8542.08,246,3.958,6,42.76,1068.33,30848.052083333321,,,,,,1,f3f7621a92e0e0f3df5e619a803fd245,HOSPITAL SAO RAFAEL,HOSPITAL SAO RAFAEL S A,SALVADOR,BA,SAO MARCOS,41253190,SAO RAFAEL,2152,1 SUBSOLO,71 32816151,alfredomartini@terra.com.br,
32402414000133,HOSPITAL METROPOLITANO SC LTDA - SERRA,a77c13aaeb1e0ab573195a7d3fabc4c0,MÉDICO EM MEDICINA INTENSIVA,2558.66,815.73,170,3.137,7,57.07,4189.29,134805.44071428571,,0.171,0,0.028,,0.176,b4a8c54ed1ab9e1c513ee7f1d7b433ed,HOSPITAL METROPOLITANO S A,HOSPITAL METROPOLITANO S A,SERRA,ES,CIVIT II,29168060,AVENIDA ELDES SCHERRER SOUZA,488,LADO PAR,(27) 21047010,cpimentel@metropolitano.org.br,
10427478000156,HOSPITAL MERIDIONAL SAO MATEUS S.A,cb93d5a37e1b04f3b0a67af538687b85,MÉDICO EM MEDICINA INTENSIVA,1662.9,611.61,130,2.719,8,63.06,5871.41,184240.83482758622,,0.119,,0.015,,0.232,804ac60987dda3c6b2ecdcf4a27c5030,HOSPITAL MERIDIONAL SAO MATEUS,HOSPITAL MERIDIONAL SAO MATEUS S A,SAO MATEUS,ES,CARAPINA,29933010,RODOVIA OTHOVARINO DUARTE SANTOS,578,"",(27) 3761 4300,"",
13131370000100,SAO LUCAS MEDICO HOSPITALAR LTDA,f0310b7fb85ef101bbd52e422e3161ee,MÉDICO EM MEDICINA INTENSIVA,13224.26,9165.64,118,1.443,9,28.81,1709.9,29594.382307692307,,,,,,1,fee382e4e88ff4cd9a2742e5769bdd05,HOSPITAL SAO LUCAS,SAO LUCAS MEDICO HOSPITALAR S A,ARACAJU,SE,SAO JOSE,49015400,STANLEY SILVEIRA,33,"","","",
27372066000169,Hospital Sao Rafael Sa,f699dcf9689a2f8e25bfbdb623aba349,MÉDICO EM MEDICINA NUCLEAR,27248.5,1378.38,134,19.768,1,19.67,526.57,10173.327999999998,,0.004,,0.996,,,f3f7621a92e0e0f3df5e619a803fd245,HOSPITAL SAO RAFAEL,HOSPITAL SAO RAFAEL S A,SALVADOR,BA,SAO MARCOS,41253190,SAO RAFAEL,2152,1 SUBSOLO,71 32816151,alfredomartini@terra.com.br,
33205964000125,CLINICA DE MEDICINA NUCLEAR VILLELA PEDRAS SA,8a4a4407454a61e4f085e423cc922f9d,MÉDICO EM MEDICINA NUCLEAR,12584.46,1051.44,172,11.969,2,26.97,2042.07,54272.041923076926,,0.001,,0.37,,,4dc08651d6a4105e55545c72e00dbe2c,CLINICA DE MEDICINA NUCLEAR VILLELA PEDRAS MATRIZ,CLINICA DE MEDICINA NUCLEAR VILLELA PEDRAS LTDA,RIO DE JANEIRO,RJ,CENTRO,20031141,RUA MEXICO,98,SALAS 307 A 313,(21)3511-8181,"",CLINICA/CENTRO DE ESPECIALIDADE
09398447000135,CLINICA PEDRO CAVALCANTI LTDA - EPP,6a78c01aa5947486e9f775a63d2e1adf,MÉDICO GASTROENTEROLOGISTA,3712.11,156.55,391,23.712,1,112.6,345.95,28232.22826086956,,,,1,,,417ad09a61530ac76e747dbff7d1f034,CLINICA PEDRO CAVALCANTI,CLINICA PEDRO CAVALCANTI LTDA,NATAL,RN,TIROL,59020200,RODRIGUES ALVES,758,"","","",HOSPITAL/DIA - ISOLADO
09583198000158,CAD-CLINICA DO APARELHO DIGESTIVO LTDA,aa72918c67e8cbec1f09d59db134cefb,MÉDICO GASTROENTEROLOGISTA,9410.91,418.18,194,22.504,2,40.46,1912.88,63907.419999999991,,,0.002,0.415,,0.142,b6edc2e10ae1a8418f06444f6bffb921,CAD CLINICA DO APARELHO DIGESTIVO,CAD CLINICA DO APARELHO DIGESTIVO,CAMPOS DOS GOYTACAZES,RJ,CENTRO,28035582,AV ALBERTO TORRES,238,A,(22) 27224054,"",HOSPITAL/DIA - ISOLADO
29272911000150,RIO GASTRO CLINICA SOCIEDADE CIVIL LTDA,46e578d6e3de6e548122a37d81585604,MÉDICO GASTROENTEROLOGISTA,8890.45,452.11,116,19.664,3,24.28,608.22,12799.135217391306,,,,0.348,,,db31e400f8aad8ba46b36670a24a0415,RIO GASTRO CLINICA BOTAFOGO,RIO GASTRO CLINICA LTDA,RIO DE JANEIRO,RJ,BOTAFOGO,22270010,RUA VOLUNTARIOS DA PATRIA,190,S 723 724 725 E 712,"","",CONSULTORIO ISOLADO
09631428000107,HOSPITAL DE ENDOSCOPIA DI,f81b1ba86f3bb83144989b875ae8442b,MÉDICO GASTROENTEROLOGISTA,9485.43,586.36,153,16.177,4,23,1382.91,34434.347,,,,0.459,,0.003,3bf7f87744ee3ced9b436b14f34f221e,HOSPITAL DE ENDOSCOPIA RAMIRO MASCARENHAS,CPM CONSULTA E PROCEDIMENTO MEDICO LTDA,SALVADOR,BA,PITUBA,41830070,RUA PARA,221,"",(71) 3333-7070,"",HOSPITAL/DIA - ISOLADO
04407641000116,CLIGED MACAE CLINICA DE ENDOSCOPIA LTDA.,580f0eb2014100de7258808348c9c6aa,MÉDICO GASTROENTEROLOGISTA,6573.66,520.83,169,12.622,5,28,7506.94,249292.91083333333,,0.101,0.319,0.218,,0.011,65f65f20148cd865378911a4b2fb0224,CLIGED,CLIGED MACAE CLINICA DE ENDOSCOPIA LTDA,MACAE,RJ,CENTRO,27910190,RUA ALFREDO BACKER,252,"",(22) 2762-4800,cliged@mceviacabo.com.br,CLINICA/CENTRO DE ESPECIALIDADE
27372066000169,Hospital Sao Rafael Sa,6511dcfa2a5e5dd4fad7fe4f9d64f14d,MÉDICO GASTROENTEROLOGISTA,33336.93,3412.39,326,9.769,6,48.81,855.98,33731.850370370368,,,,0.762,,0.238,f3f7621a92e0e0f3df5e619a803fd245,HOSPITAL SAO RAFAEL,HOSPITAL SAO RAFAEL S A,SALVADOR,BA,SAO MARCOS,41253190,SAO RAFAEL,2152,1 SUBSOLO,71 32816151,alfredomartini@terra.com.br,
13356779000124,REDE PRIMAVERA - ASSISTENCIA MEDICA HOSPITALAR,1e010a79bfbb7c2fb842e5b49b4493a9,MÉDICO GASTROENTEROLOGISTA,20043.21,2347.02,137,8.54,7,24.2,644.95,13466.543599999999,,,,0.822,,0.178,08bcb3d694d780bb452cac18b7b9d030,REDE PRIMAVERA HOSPITAL PRIMAVERA,REDE PRIMAVERA ASSISTENCIA MEDICA HOSPITALAR LTDA,ARACAJU,SE,JARDINS,49026010,MINISTRO GERALDO BARRETO SOBRAL,2277,"",79 21074621,contabil@diagnosenet.com. br,
61599908000158,REAL E BENEMERITA ASS PORTUGUESA DE BENEFICENCIA,0247fceb744f44321cceb04103a38156,MÉDICO GASTROENTEROLOGISTA,8748.93,1945.12,170,4.498,8,8.53,659.87,5341.7866666666669,,,,0.824,,0.176,d38e3d1e1c6654de9622221d6408dd20,HOSPITAL BP,REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA,SAO PAULO,SP,LIBERDADE,01323900,MAEST CARDIM,769,"","","",
13792965000106,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,d56cf0f9afa17afa4405f3114b5fba1c,MÉDICO GASTROENTEROLOGISTA,21712.14,5277.18,171,4.114,9,24.73,1726.91,41047.23807692308,,,,,,1,553abd495f4cd2a7ebd504eaa19e3949,COOPANEST,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,SALVADOR,BA,FEDERACAO,40210750,ANITA GARIBALDI,1815,CENTRO,71 32379950,alex@coopanestba.com.br,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE
13131370000100,SAO LUCAS MEDICO HOSPITALAR LTDA,0d5b9051a86535eb1c98d9addcd35065,MÉDICO GASTROENTEROLOGISTA,20228.63,4990.93,153,4.053,10,11.73,701.08,13813.914074074073,,,,0.796,,0.204,fee382e4e88ff4cd9a2742e5769bdd05,HOSPITAL SAO LUCAS,SAO LUCAS MEDICO HOSPITALAR S A,ARACAJU,SE,SAO JOSE,49015400,STANLEY SILVEIRA,33,"","","",
47192752000165,CEMA HOSPITAL ESPECIALIZADO LIMITADA,5c5e729fd9a9e153b3f727e29934dac1,MÉDICO GASTROENTEROLOGISTA,217.07,589.67,143,0.368,11,4.85,50.12,197.21565217391304,,,,1,,,cd9a11fdb9b6d1240121bf9330e4245c,CEMA HOSP ESPEC,CEMA HOSPITAL ESPECIALIZADO LIMITADA,SAO PAULO,SP,QUARTA PARADA,03303000,RUA PADRE ADELINO,333,"",11 26024145,patriciasilva@cemahospital.com.br,
61486650049867,DIAGNOSTICOS DA AMERICA S/A,a829c44954bc3e6a542d5085cfb7b81a,MÉDICO GENETICISTA,5155.18,262.6,104,19.631,1,12.38,311.78,4109.8636363636351,,,,1,,,c0e6d9067f30ce62aa30df50ee2a8772,DASA NTO CAXIAS,DIAGNOSTICOS DA AMERICA S A,DUQUE DE CAXIAS,RJ,PARQUE DUQUE DE CAXI,25085007,RUA XAVIER PINHEIRO,439,PARTE,21-3545-7009,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
24519993000170,LABORATORIO DNA SS LTDA,e16b072d3037275d4ca704ee463de86b,MÉDICO GENETICISTA,4785.74,474.79,579,10.08,2,206.52,443.96,61390.215599999989,,,,0.103,,,bbedb2f2b5965523e67fddbcc512ae35,LABORATORIO DNA,LABORATORIO DNA S S LTDA EPP,NATAL,RN,TIROL,59020100,AVENIDA AFONSO PENA,952,"",(84) 3211-5118,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
40774796000154,HEMOLAB LABORATORIO DE HEMATOLOGIA E ANALISES,e1d92e28ec32275f37ea3097187eb01e,MÉDICO GENETICISTA,4043.88,536.36,138,7.539,3,62.5,245.62,12565.838000000002,,,,0.104,,,366a0572888048b6d301575f011f8be3,HEMOLAB MATRIZ,HEMOLAB LABORATORIO DE HEMAT ANALISES CLINICAS SC LTDA,NATAL,RN,PETROPOLIS,59012600,AV DEODORO DA FONSECA,284,CENTRO,(84)36165000,diretoria@hemolabrn.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
60840055009511,FLEURY SA A MEDICINA DIAGNOSTICA,6df3e95373b07c29f433d692b0194f61,MÉDICO GINECOLOGISTA E OBSTETRA,5209.11,129.89,112,40.104,1,33.08,351.52,9810.5104545454578,,,,0.076,,,6644062b40ad9990e3b3989106d47d55,A MEDICINA DIAGNOSTICA,FLEURY S A,RECIFE,PE,BOA VISTA,50070225,AV LINS PETIT,298,SAL 1,813416-2928,ASSUNTOSREGULATORIO@GRUPOFLEURY.COM.BR,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
30412605000150,ULTRA SOM MEDICO MACAE LTDA,8c422eaa659fa9dcfb26b05205d1430c,MÉDICO GINECOLOGISTA E OBSTETRA,5102.97,168.98,241,30.199,2,65.87,212.01,12595.174444444445,,,,0.727,,,aa065f4c37a9ce9339fa3da4e1046683,CEDI DIAGNOSTICOS,ULTRA SOM MEDICO MACAE LTDA,MACAE,RJ,CENTRO,27910020,RUA VISCONDE DE QUISSAMA,766,SALA 7,(22)27730020,llcedi@hotmail.com,CLINICA/CENTRO DE ESPECIALIDADE
48963698000177,PLANI DIAGNOSTICOS MEDICOS S/C LTDA,75c280fe781deb66da874d3d1306573b,MÉDICO GINECOLOGISTA E OBSTETRA,7310.78,247.57,195,29.53,3,36.31,671.36,35143.010000000009,,,,0.338,,,248a0fada7fae72cd71f484b1faddfac,PLANI DIAGNOSTICOS MEDICOS POR IMAGEM,PLANI DIAGNOSTICOS MEDICOS SC LTDA,SAO JOSE DOS CAMPOS,SP,JARDIM SATELITE,12243000,AVENIDA ANDROMEDA,227,LOJA 140,12 37975411,melissamuller@plani.com.br;relacoes.comerciais@plani.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
42771949005609,Centro de Imagem Diagnosticos,e614a6c14be1e72de37de0bd5b244723,MÉDICO GINECOLOGISTA E OBSTETRA,7980.9,279.6,463,28.544,4,139,356.54,44166.5175,,,,0.322,,,c6250cdfbda8a24a1eb105eeb9647506,CENTRO DE IMAGEM DIAGNOSTICOS,CENTRO DE IMAGEM DIAGNOSTICOS S A,SALVADOR,BA,PARQUE BELA VISTA,40280000,ANTONIO CARLOS MAGALHAES,442,"",71 32708964,ueliton.leal@delfinmd.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
58238007000126,CLINICA RADIOLOGICA DE SANTOS S/S,c7886f29551e54820bbd4cb5f6f67d55,MÉDICO GINECOLOGISTA E OBSTETRA,5464.78,198.94,126,27.469,5,55.12,306.72,13225.831999999999,,,,0.407,,,5c9a42abd96421aa5f9671e718717c5d,CLINICA RADIOLOGICA DE SANTOS,CLINICA RADIOLOGICA DE SANTOS SC LTDA,SANTOS,SP,ENCRUZILHADA,11045001,AVENIDA CONSELHEIRO NEBIAS,521,"",(01)51332282,crs@crs.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
